ngo_name,unique_id,registered_with,type_of_ngo,registration_number,copy_of_registration_certificate,copy_of_pan_card,act_name,city_of_registration,state_of_registration,registration_date,key_issues,operational_areas_states,operational_areas_districts,FCRA_details,FCRA_registration_num,details_of_achievement,contact_details_address,contact_details_city,contact_details_state,contact_details_telephone,contact_details_website,contact_details_email,members_names_designations,members_names_pan_availability,members_names_aadhar_availability,source_of_funds_amount_sanctioned,source_of_funds_department_name,source_of_funds_source,source_of_funds_purpose,sector_number,ngo_num,page_num,page_num_total
YUVA JAN CHETANA UTTHAN KALYAN SAMITI,UP/2021/0273979,Registrar of Societies,Registered Societies (Non-Government),2158,Available,Available,S R A 1860,HARDOI,UTTAR PRADESH,10-11-2017,"Micro Finance (SHGs),Rural Development &amp; Poverty Alleviation,Women's Development &amp; Empowerment,Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Children,Civic Issues,Drinking Water,Education &amp; Literacy,Environment &amp; Forests,Food Processing,Health &amp; Family Welfare,Labour &amp; Employment,Micro Small &amp; Medium Enterprises,Nutrition,Panchayati Raj,Right to Information &amp; Advocacy,Sports,Youth Affairs,Any Other",UTTAR PRADESH,UTTAR PRADESH-&gt;Hardoi,Not Available,Not Available,"We provide special   Micro Finance (SHGs),  Rural Development etc.",VILL SARSAI POST MUNDER TEH SAVAYJPUR DIST HARDOI PIN 241123,HARDOI,UTTAR PRADESH,Not Available,Not Available,yuvajan10252(at)gmail[dot]com,"{' ANOOP SHARMA': 'President', ' PRAMOD': 'Secretary', ' VINOD KUMAR': 'Treasurer'}","{' ANOOP SHARMA': 'Available', ' PRAMOD': 'Available', ' VINOD KUMAR': 'Available'}","{' ANOOP SHARMA': 'Available', ' PRAMOD': 'Available', ' VINOD KUMAR': 'Available'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other'}","{'2017-2018': 'No grant received during the year 2017-18', '2018-2019': 'No grant received during the year 2018-19', '2019-2020': 'No grant received during the year 2019-20'}",34,55,195,100
YUVA JAN SHAKTI SANSTHAN,UP/2021/0279938,Registrar of Societies,Registered Societies (Non-Government),LUC/08553/2020-2021,Available,Available,societies act 1860,LUCKNOW,UTTAR PRADESH,12-02-2021,"Art &amp; Culture,Children,Differently Abled,Education &amp; Literacy,Aged/Elderly,Labour &amp; Employment,Micro Small &amp; Medium Enterprises,Rural Development &amp; Poverty Alleviation,Vocational Training,Women's Development &amp; Empowerment",UTTAR PRADESH,"UTTAR PRADESH-&gt;Lucknow, Sitapur, Hardoi, Unnao, Bara Banki",Not Available,Not Available,Major activity includes distribution of food and clothes to the slump people,"368/22 LAKADMANDI, KISHORGANJ, LUCKNOW",LUCKNOW,UTTAR PRADESH,Not Available,Not Available,YUVAJANSHAKTISANSTHAN(at)GMAIL[dot]COM,"{' sadhna verma': 'President', ' sanjiv kumar prajapati': 'Treasurer', ' rahul srivastava': 'Secretary', ' surajpal': 'Vice President', ' renu prajapati': 'Member'}","{' sadhna verma': 'Available', ' sanjiv kumar prajapati': 'Available', ' rahul srivastava': 'Available', ' surajpal': 'Available', ' renu prajapati': 'Available'}","{' sadhna verma': 'Available', ' sanjiv kumar prajapati': 'Available', ' rahul srivastava': 'Available', ' surajpal': 'Available', ' renu prajapati': 'Available'}",{'2020-2021': 'Not Specified'},{'2020-2021': 'Not Specified'},{'2020-2021': 'Any Other'},{'2020-2021': 'no grant been sanctioned for FY 2020-2021'},34,56,195,100
YUVA JANUTTHAN FOUNDATION,UP/2017/0181812,Registrar of Societies,Registered Societies (Non-Government),204,Available,Available,1860,SITAPUR,UTTAR PRADESH,25-04-2017,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Children,Differently Abled,Education &amp; Literacy,Health &amp; Family Welfare,HIV/AIDS,Housing,Human Rights,Labour &amp; Employment,Nutrition,Rural Development &amp; Poverty Alleviation,Sports,Vocational Training,Women's Development &amp; Empowerment,Youth Affairs,Any Other",UTTAR PRADESH,"UTTAR PRADESH-&gt;Saharanpur, Muzaffarnagar, Bijnor, Moradabad, Rampur, Jyotiba Phule Nagar, Meerut, Baghpat, Ghaziabad, Gautam Buddha Nagar, Bulandshahr , Aligarh, Hathras, Mathura, Agra, Firozabad, Mainpuri, Budaun, Bareilly, Pilibhit, Shahjahanpur, Kheri, Sitapur, Hardoi, Unnao, Lucknow, Rae Bareli, Farrukhabad, Kannauj, Etawah, Auraiya, Kanpur Dehat, Kanpur Nagar, Jalaun , Jhansi, Lalitpur, Hamirpur, Mahoba, Banda, Chitrakoot, Fatehpur, Pratapgarh, Kaushambi, Prayagraj, Bara Banki, Faizabad, Ambedkar Nagar, Sultanpur, Bahraich, Shrawasti, Balrampur, Gonda, Siddharthnagar, Basti, Sant Kabir Nagar, Mahrajganj, Gorakhpur, Kushinagar, Deoria, Azamgarh, Mau, Ballia, Jaunpur, Ghazipur, Chandauli, Varanasi, Sant Ravidas Nagar (Bhadohi), Mirzapur, Sonbhadra, Etah, Kanshiram Nagar, Noida, Sambhal, Shamli, Hapur, Amethi",Not Available,Not Available,Not Available,VILLAGE SAHANIAPUR POST KEONTIKALA THANA HARGANV,SITAPUR,UTTAR PRADESH,Not Available,Not Available,yuvajanutthanfoundation(at)gmail[dot]com,"{' VINOD KUMAR': 'President', ' NAZ PARVEEN': 'Treasurer', ' RAFIA ANJUM': 'Vice President', ' OM PRAKASH SAHNI': 'Secretary'}","{' VINOD KUMAR': 'Available', ' NAZ PARVEEN': 'Available', ' RAFIA ANJUM': 'Available', ' OM PRAKASH SAHNI': 'Available'}","{' VINOD KUMAR': 'Available', ' NAZ PARVEEN': 'Available', ' RAFIA ANJUM': 'Available', ' OM PRAKASH SAHNI': 'Available'}",{'2017-2018': 'Not Specified'},{'2017-2018': 'Not Specified'},{'2017-2018': 'Any Other'},{'2017-2018': 'FOR SOCIAL WORK'},34,57,195,100
Yuva Jyoti Foundation,UP/2019/0227012,Registrar of Societies,Registered Societies (Non-Government),643/2014-15,Available,Available,"Societies Registration Act 21, 1860",Sitapur,UTTAR PRADESH,28-06-2014,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education &amp; Literacy,Aged/Elderly,Environment &amp; Forests,Food Processing,Health &amp; Family Welfare,HIV/AIDS,Housing,Human Rights,Information &amp; Communication Technology,Labour &amp; Employment,Land Resources,Legal Awareness &amp; Aid,Micro Finance (SHGs),Micro Small &amp; Medium Enterprises,Minority Issues,New &amp; Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information &amp; Advocacy,Rural Development &amp; Poverty Alleviation,Science &amp; Technology,Scientific &amp; Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development &amp; Poverty Alleviation,Vocational Training,Water Resources,Women's Development &amp; Empowerment,Youth Affairs,Any Other",UTTAR PRADESH,"UTTAR PRADESH-&gt;Saharanpur, Muzaffarnagar, Bijnor, Moradabad, Rampur, Jyotiba Phule Nagar, Meerut, Baghpat, Ghaziabad, Gautam Buddha Nagar, Bulandshahr , Aligarh, Hathras, Mathura, Agra, Firozabad, Mainpuri, Budaun, Bareilly, Pilibhit, Shahjahanpur, Kheri, Sitapur, Hardoi, Unnao, Lucknow, Rae Bareli, Farrukhabad, Kannauj, Etawah, Auraiya, Kanpur Dehat, Kanpur Nagar, Jalaun , Jhansi, Lalitpur, Hamirpur, Mahoba, Banda, Chitrakoot, Fatehpur, Pratapgarh, Kaushambi, Prayagraj, Bara Banki, Faizabad, Ambedkar Nagar, Sultanpur, Bahraich, Shrawasti, Balrampur, Gonda, Siddharthnagar, Basti, Sant Kabir Nagar, Mahrajganj, Gorakhpur, Kushinagar, Deoria, Azamgarh, Mau, Ballia, Jaunpur, Ghazipur, Chandauli, Varanasi, Sant Ravidas Nagar (Bhadohi), Mirzapur, Sonbhadra, Etah, Kanshiram Nagar, Noida, Sambhal, Shamli, Hapur, Amethi",Not Available,Not Available,Road Safety Advocacy Animal Husbandry Dairying and Fisheries Aged Elderly Agriculture Art and Culture Biotechnology Children Civic Issues Differently Abled Disaster Management Dalit Upliftment Drinking Water Education and Literacy Environment and Forests Food Processing Health and Family Welfare HIV AIDS Housing Human Rights Information and Communication Technology Legal Awareness and Aid Labour and Employment Land Resources Micro Finance SHGs Minority Issues Micro Small and Medium Enterprises,"Narottam Nagar Near Nagar Panchayat Office, Mishrikh Road, Sidhauli, District-Sitapur",Sitapur,UTTAR PRADESH,Not Available,Not Available,yuvajyoti2014(at)gmail[dot]com,"{' Dhiraj Mishra': 'President', ' Babita Bajpai': 'Treasurer', ' Manoj Kumar': 'Manager'}","{' Dhiraj Mishra': 'Available', ' Babita Bajpai': 'Available', ' Manoj Kumar': 'Available'}","{' Dhiraj Mishra': 'Available', ' Babita Bajpai': 'Available', ' Manoj Kumar': 'Available'}","{'2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2014-2015': 'Any Other', '2015-2016': 'Any Other', '2016-2017': 'Any Other', '2017-2018': 'Any Other'}","{'2014-2015': 'Not Applicable', '2015-2016': 'Not Applicable', '2016-2017': 'Not Applicable', '2017-2018': 'Not Applicable'}",34,58,195,100
YUVA KALYAN SAMITI,UP/2017/0175414,Registrar of Societies,Registered Societies (Non-Government),400/2017-18,Available,Available,1860,KANPUR,UTTAR PRADESH,14-06-2017,"Education &amp; Literacy,Water Resources,Youth Affairs",UTTAR PRADESH,UTTAR PRADESH-&gt;Kanpur Nagar,Not Available,Not Available,Not Available,"106/389 P. ROAD GANDHI NAGAR, ASHOK NAGAR KANPUR",KANPUR,UTTAR PRADESH,Not Available,Not Available,amansri12311(at)gmail[dot]com,"{' SAGAR SHUKLA': 'Vice President', ' AMAN SRIVASTAVA': 'Secretary', ' MAYANK SAHAI': 'Member'}","{' SAGAR SHUKLA': 'Available', ' AMAN SRIVASTAVA': 'Available', ' MAYANK SAHAI': 'Available'}","{' SAGAR SHUKLA': 'Available', ' AMAN SRIVASTAVA': 'Available', ' MAYANK SAHAI': 'Available'}",{'2017-2018': 'Not Specified'},{'2017-2018': 'Not Specified'},{'2017-2018': 'Any Other'},{'2017-2018': 'RIGHT NOW NO SOURCE OF FUND.'},34,59,195,100
Yuva kalyan samiti,UP/2018/0207274,Registrar of Societies,Registered Societies (Non-Government),09,Available,Available,"Society Act 21, 1860",Prayagraj,UTTAR PRADESH,12-04-1996,Not Available,Not Available,Not Available,Not Available,Not Available,"To establish, promote, manage support schools for class 1 to 12th standard, colleges, degree collage, law collage, institutions, libraries, museums, hospitals, hostels for category of female students, disabled rehabilitation centers, orphan homes for social welfare and society upliftment",Mo. 178 Darashah Ajmal Allahabad,Prayagraj,UTTAR PRADESH,Not Available,Not Available,Aghaald(at)gmail[dot]com,"{' Syed Agha Ali Qasim': 'President', ' Devendra Singh Rathaur': 'Vice President', ' Mohammad Nafees': 'Member'}","{' Syed Agha Ali Qasim': 'Available', ' Devendra Singh Rathaur': 'Available', ' Mohammad Nafees': 'Available'}","{' Syed Agha Ali Qasim': 'Available', ' Devendra Singh Rathaur': 'Available', ' Mohammad Nafees': 'Available'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2016-2017': 'Any Other', '2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other'}","{'2016-2017': 'society not working', '2017-2018': 'society not working', '2018-2019': 'society not working', '2019-2020': 'society not working'}",34,60,195,100
Yuva Kalyan Samiti Lucknow,UP/2013/0062942,Registrar of Societies,Registered Societies (Non-Government),045/1994-95,Available,Available,"Societies Registration Act 21, 1860",Lucknow,UTTAR PRADESH,11-04-1994,"Women's Development &amp; Empowerment,Art &amp; Culture,Children,Drinking Water,Education &amp; Literacy,Environment &amp; Forests,Health &amp; Family Welfare,Minority Issues,Vocational Training,Youth Affairs",UTTAR PRADESH,"UTTAR PRADESH-&gt;Lucknow, Bara Banki, Sitapur, Hardoi, Unnao, Prayagraj, Bahraich, Shrawasti, Gonda",Available,136550342,Programmes for Rural Development organized with the assistance of Govt Grantat Lucknow Distt. Environment programmes cousumer Awareness programme Adult Educational Progarmme Rural Development Progrmme etc.,Vill Papnamaw Post Anaura Kala Distt Lucknow,Lucknow,UTTAR PRADESH,90052-16870,http://ykslko.org,yuvakalyansamiti45(at)gmail[dot]com,"{' Mohd Kamil Siddiqui': 'Chairman', ' SALIHA KHATOON': 'Secretary', ' Desh Raj': 'Treasurer', ' Mohd Hanif': 'Member', ' Asgar Ali': 'Member', ' Priti Singh': 'Member', ' Jebi': 'Vice President'}","{' Mohd Kamil Siddiqui': 'Available', ' SALIHA KHATOON': 'Available', ' Desh Raj': 'Available', ' Mohd Hanif': 'Available', ' Asgar Ali': 'Available', ' Priti Singh': 'Available', ' Jebi': 'Available'}","{' Mohd Kamil Siddiqui': 'Available', ' SALIHA KHATOON': 'Available', ' Desh Raj': 'Available', ' Mohd Hanif': 'Available', ' Asgar Ali': 'Available', ' Priti Singh': 'Available', ' Jebi': 'Available'}","{'2015-2016': 'Not Specified', '2014-2015': 'Not Specified', '2013-2014': 'Not Specified', '2016-2017': '12500', '2020-2021': 'Not Specified'}","{'2015-2016': 'Not Specified', '2014-2015': 'Not Specified', '2013-2014': 'Not Specified', '2016-2017': 'Urdu academy ', '2020-2021': 'Not Specified'}","{'2015-2016': 'Overseas', '2014-2015': 'Overseas', '2013-2014': 'Overseas', '2016-2017': 'State', '2020-2021': 'Any Other'}","{'2015-2016': 'Not Specified', '2014-2015': 'Not Specified', '2013-2014': 'Not Specified', '2016-2017': 'seminar on jigar muradabadi', '2020-2021': 'Awerness Programme'}",34,61,195,100
YUVA KAUSHAL VIKAS MANDAL,UP/2018/0184056,Registrar of Societies,Registered Societies (Non-Government),356,Available,Available,"21, 1860",HAMIRPUR,UTTAR PRADESH,22-08-2014,"Children,Agriculture,Rural Development &amp; Poverty Alleviation,Dalit Upliftment,Education &amp; Literacy,Health &amp; Family Welfare,HIV/AIDS,Human Rights,Labour &amp; Employment,Legal Awareness &amp; Aid,Minority Issues,Panchayati Raj,Science &amp; Technology,Sports,Tribal Affairs,Women's Development &amp; Empowerment,Youth Affairs,Any Other",UTTAR PRADESH,"UTTAR PRADESH-&gt;Hamirpur, Hamirpur",Not Available,Not Available,Farmer income junrate and work for anna pratha,"VILLAGETINDUHI, POSTMAKRANVO ,TEHSEEL- MAUDAHA , DISTRICT- HAMIRPUR",HAMIRPUR,UTTAR PRADESH,Not Available,Not Available,manojk38904(at)gmail[dot]com,"{' MANOJ KUMAR KUSHWAHA': 'Secretary', ' Raj singh': 'President', ' Arvind Kumar': 'Vice President', ' Veer Singh': 'Member', ' Sachin Kumar': 'Member', ' Vijay Bahadur': 'Treasurer', ' Ram prakash': 'Member'}","{' MANOJ KUMAR KUSHWAHA': 'Available', ' Raj singh': 'Available', ' Arvind Kumar': 'Available', ' Veer Singh': 'Available', ' Sachin Kumar': 'Available', ' Vijay Bahadur': 'Available', ' Ram prakash': 'Available'}","{' MANOJ KUMAR KUSHWAHA': 'Available', ' Raj singh': 'Available', ' Arvind Kumar': 'Available', ' Veer Singh': 'Available', ' Sachin Kumar': 'Available', ' Vijay Bahadur': 'Available', ' Ram prakash': 'Available'}","{'2014-2015': '4000', '2015-2016': '330000', '2016-2017': '400000'}","{'2014-2015': 'NYK', '2015-2016': 'NABARD', '2016-2017': 'SIRAJAN'}","{'2014-2015': 'Central', '2015-2016': 'Central', '2016-2017': 'Central'}","{'2014-2015': ',AWARNESS PROGRAM ,', '2015-2016': 'FC FORMATION ,AWARNESS PROGRAM ,BANK LINKAGE AND OTHER ACTIVITY DONE', '2016-2017': 'MANREGA AWARNESS PROGRAM'}",34,62,195,100
Yuva khel welfare society ,UP/2019/0224583,Registrar of Societies,Registered Societies (Non-Government),LUC/06663/2018-2019,Available,Available,1860,rae bareli,UTTAR PRADESH,05-12-2018,"Sports,Art &amp; Culture,Education &amp; Literacy,Information &amp; Communication Technology,Vocational Training",UTTAR PRADESH,"UTTAR PRADESH-&gt;Lucknow, Rae Bareli",Not Available,Not Available,21 January 2018 se bulandshar me hone wali uttar Pradesh subjunior boxing champion ships me hissa leny vali lucknow ki boxing team ko ykws ki taraf se ak ak t-shirt upahar k roop me gift ki gaye hai..,17/717 bajrang nager kanpur road raiberaly up,rae bareli,UTTAR PRADESH,Not Available,Not Available,YUVAKHEL06663(at)GMAIL[dot]COM,"{' ajay gupta': 'President', ' manoj kumar gupta': 'Treasurer', ' anoop kumar': 'Secretary', ' mohit kumar gupta': 'Member', ' raunak agrahari': 'Member', ' chandra prakash pandey': 'Vice President', ' arvind goswami': 'Member'}","{' ajay gupta': 'Available', ' manoj kumar gupta': 'Available', ' anoop kumar': 'Available', ' mohit kumar gupta': 'Available', ' raunak agrahari': 'Available', ' chandra prakash pandey': 'Available', ' arvind goswami': 'Available'}","{' ajay gupta': 'Available', ' manoj kumar gupta': 'Available', ' anoop kumar': 'Available', ' mohit kumar gupta': 'Available', ' raunak agrahari': 'Available', ' chandra prakash pandey': 'Available', ' arvind goswami': 'Available'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2018-2019': 'Any Other', '2019-2020': 'Any Other', '2020-2021': 'Any Other'}","{'2018-2019': 'sorse of fund my ngo present time only members contributions', '2019-2020': 'NEGO ME SABHI MEMBERS APNA APNA YOGDAN KRTE HAI AURSAB LOG MEL KAR HI FUNDING KARTE HAI ... \n', '2020-2021': 'ONLY MEMBERS CONTRIBUTITION'}",34,63,195,100
YUVA KHELKUD MAHASANGH,UP/2018/0187689,Any Other,Trust (Non-Government),89/2017,Available,Available,TRUST ACT,AGRA,UTTAR PRADESH,23-06-2017,"Education &amp; Literacy,Sports,Education &amp; Literacy,Sports,Youth Affairs","BIHAR, CHANDIGARH, DELHI, HARYANA, HIMACHAL PRADESH, PUNJAB","BIHAR-&gt;Patna, CHANDIGARH-&gt;Chandigarh, DELHI-&gt;North West, North East, East, South West, HARYANA-&gt;Yamunanagar, HIMACHAL PRADESH-&gt;Solan, PUNJAB-&gt;Fatehgarh Sahib",Not Available,Not Available,Education ,PRAVEEN NAGAR KOTALI BAGICHI DEORI ROAD AGRA,AGRA,UTTAR PRADESH,Not Available,http://www.yuvakhelkudmahasangh.com/,Coolsanty12(at)gmail[dot]com,"{' SANTOSH SINGH ': 'Secretary', ' manoj solanki': 'Treasurer'}","{' SANTOSH SINGH ': 'Available', ' manoj solanki': 'Available'}","{' SANTOSH SINGH ': 'Available', ' manoj solanki': 'Available'}",{'2017-2018': 'Not Specified'},{'2017-2018': 'Not Specified'},{'2017-2018': 'Any Other'},"{'2017-2018': 'SPORTS, EDUCATION '}",34,64,195,100
Yuva Kisan Jagriti Samiti,UP/2016/0106017,Registrar of Societies,Registered Societies (Non-Government),839,Available,Available,1860,Pilibhit,UTTAR PRADESH,24-12-2009,"Women's Development &amp; Empowerment,Agriculture,Minority Issues,Tribal Affairs,Urban Development &amp; Poverty Alleviation,Vocational Training,Youth Affairs",UTTAR PRADESH,UTTAR PRADESH-&gt;Pilibhit,Not Available,Not Available,Health Education Environment training skill development,Vill BHikampur Urf Post Parasi Ramkishan District Pilibhit,Pilibhit,UTTAR PRADESH,05881-29872,http://ngoindia.gov.in,ykjs2016(at)rediffmail[dot]com,"{' Vijay Pal Singh': 'President', ' Lajjavati': 'Treasurer', ' Jayendra Pal': 'Secretary'}","{' Vijay Pal Singh': 'Available', ' Lajjavati': 'Available', ' Jayendra Pal': 'Available'}","{' Vijay Pal Singh': 'Available', ' Lajjavati': 'Available', ' Jayendra Pal': 'Available'}","{'2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2014-2015': 'Any Other', '2015-2016': 'Any Other', '2016-2017': 'Any Other', '2017-2018': 'Any Other'}","{'2014-2015': 'society have no receive any fund.', '2015-2016': 'society have no receive any fund.', '2016-2017': 'society have no receive any fund.', '2017-2018': 'society have no receive any fund.'}",34,65,195,100
Yuva Parivartan Welfare Trust,UP/2021/0300914,Any Other,Trust (Non-Government),IN-UP13539578516978T,Available,Available,Article 64(A) Trust,Bareilly,UTTAR PRADESH,26-10-2021,"Children,Dalit Upliftment,Differently Abled,Education &amp; Literacy,Health &amp; Family Welfare,Housing,Micro Finance (SHGs),Micro Small &amp; Medium Enterprises,Minority Issues",UTTAR PRADESH,UTTAR PRADESH-&gt;Bareilly,Not Available,Not Available,"Ww have done work in Femaily Planing,Reuse of Waste Managment,Girls Education,Youth Devolopment,House for Urban poors,Swachchta Abhiyan,Plastic Free Nursary,Night camp for home people,SHG Formation and bank linkges,Ration Distribution in Covid lockdown,Promoting Gems for Poor childrens,women Empowerment,YOGA Education,Skill training,SHG formation in ST Area and working of there livlihood.","805 D
Sadar bazaar
Cantt
Bareilly
Uttar pradesh",Bareilly,UTTAR PRADESH,Not Available,Not Available,manoramasbisht(at)gmail[dot]com,"{' Manorama Singh': 'President', ' Rishi Pal Singh': 'Secretary', ' Kajal Sharma': 'Treasurer'}","{' Manorama Singh': 'Available', ' Rishi Pal Singh': 'Available', ' Kajal Sharma': 'Available'}","{' Manorama Singh': 'Available', ' Rishi Pal Singh': 'Available', ' Kajal Sharma': 'Available'}",{'2021-2022': 'Not Specified'},{'2021-2022': 'Not Specified'},{'2021-2022': 'Any Other'},"{'2021-2022': 'I am trying to Achive project from Health Departmnet and DIC ,but all is pending still,no fund received yet.'}",34,66,195,100
YUVA PRATIBHA PROTSAHAN SAMITI,UP/2021/0273784,Registrar of Societies,Registered Societies (Non-Government),1142/2014-15,Available,Available,"21,1860",Hathras,UTTAR PRADESH,15-09-2014,"Art &amp; Culture,Children,Dalit Upliftment,Education &amp; Literacy,Information &amp; Communication Technology,Rural Development &amp; Poverty Alleviation,Science &amp; Technology",UTTAR PRADESH,UTTAR PRADESH-&gt;Hathras,Not Available,Not Available,"BY USING INFORMATION AND TECHNOLOGY WE EDUCATE CHILDRENS IN RURAL AREAS, UPLIFT AND UPGRADE THEM","HOUSE NO 5,NAWAL NAGAR HATHRAS",Hathras,UTTAR PRADESH,Not Available,http://www.ypps.in/,harveer53(at)gmail[dot]com,"{' Dileep Kumar': 'President', ' SAUMESH PRABHAKAR': 'Secretary', ' HARVEER SINGH': 'Joint Secretary', ' GUNJAN DUBEY': 'Vice President', ' MANVENDRA SINGH': 'Member', ' SUSHEEL PRABHAKAR': 'Member', ' SHIV SHANKAR': 'Member', ' SUSHEEL KUMAR': 'Treasurer'}","{' Dileep Kumar': 'Available', ' SAUMESH PRABHAKAR': 'Available', ' HARVEER SINGH': 'Available', ' GUNJAN DUBEY': 'Available', ' MANVENDRA SINGH': 'Available', ' SUSHEEL PRABHAKAR': 'Available', ' SHIV SHANKAR': 'Available', ' SUSHEEL KUMAR': 'Available'}","{' Dileep Kumar': 'Available', ' SAUMESH PRABHAKAR': 'Available', ' HARVEER SINGH': 'Available', ' GUNJAN DUBEY': 'Available', ' MANVENDRA SINGH': 'Available', ' SUSHEEL PRABHAKAR': 'Available', ' SHIV SHANKAR': 'Available', ' SUSHEEL KUMAR': 'Available'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2016-2017': 'Any Other', '2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other'}","{'2016-2017': 'YUVA PRATIBHA PROTSAHAN SAMITI TAKE DONATIONS FROM MEMBERS FOR VARIOUS SOCIETY WORKS', '2017-2018': 'YUVA PRATIBHA PROTSAHAN SAMITI TAKE DONATIONS FROM MEMBERS FOR VARIOUS SOCIETY WORKS', '2018-2019': 'YUVA PRATIBHA PROTSAHAN SAMITI TAKE DONATIONS FROM MEMBERS FOR VARIOUS SOCIETY WORKS', '2019-2020': 'YUVA PRATIBHA PROTSAHAN SAMITI TAKE DONATIONS FROM MEMBERS FOR VARIOUS SOCIETY WORKS'}",34,67,195,100
YUVA PRAVAAH SAMITI,UP/2020/0264714,Registrar of Societies,Registered Societies (Non-Government),BUL/10595/2018-2019,Available,Available,"21,1860",Bulandshahr,UTTAR PRADESH,30-03-2019,"Animal Husbandry, Dairying  &amp;  Fisheries,Drinking Water,Education &amp; Literacy,Human Rights,Labour &amp; Employment,Skill Development",Not Available,Not Available,Not Available,Not Available,Grameen Navuvako ko rojgar dene ke liya ,VILL PESARI POST RAMGHAT BULANDSHAHR,Bulandshahr,UTTAR PRADESH,Not Available,Not Available,yuvapravahsamiti(at)gmail[dot]com,"{' Nasruddin Khan Malik': 'President', ' RAJUDDIN MALIK': 'Secretary', ' TAJUDDEEN': 'Treasurer', ' NAJRIN BEGAM': 'Member'}","{' Nasruddin Khan Malik': 'Available', ' RAJUDDIN MALIK': 'Available', ' TAJUDDEEN': 'Available', ' NAJRIN BEGAM': 'Available'}","{' Nasruddin Khan Malik': 'Available', ' RAJUDDIN MALIK': 'Available', ' TAJUDDEEN': 'Available', ' NAJRIN BEGAM': 'Available'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2018-2019': 'Any Other', '2019-2020': 'Any Other', '2020-2021': 'Any Other'}","{'2018-2019': 'Social working ', '2019-2020': 'Not abailable', '2020-2021': 'Not available'}",34,68,195,100
