ngo_name,unique_id,registered_with,type_of_ngo,registration_number,copy_of_registration_certificate,copy_of_pan_card,act_name,city_of_registration,state_of_registration,registration_date,key_issues,operational_areas_states,operational_areas_districts,FCRA_details,FCRA_registration_num,details_of_achievement,contact_details_address,contact_details_city,contact_details_state,contact_details_telephone,contact_details_website,contact_details_email,members_names_designations,members_names_pan_availability,members_names_aadhar_availability,source_of_funds_amount_sanctioned,source_of_funds_department_name,source_of_funds_source,source_of_funds_purpose,sector_number,ngo_num,page_num,page_num_total
YashoVishwa Sewa Sansthan ,UP/2020/0253479,Registrar of Cooperative Societies,Registered Societies (Non-Government),483/2014-2015,Available,Available,Societies Registration Act 1860,Ballia,UTTAR PRADESH,19-09-2014,"Children,Education &amp; Literacy,Health &amp; Family Welfare,HIV/AIDS,Sports,Women's Development &amp; Empowerment",Not Available,Not Available,Not Available,Not Available,Major Awareness regarding Consumer Welfare and also Plantation Awareness among farmers has been carried out in different Blocks of Dist Ballia,"Parmandapur, Garwar Road
Tehsil Sadar
Dist -Ballia Uttar Pradesh",Ballia,UTTAR PRADESH,Not Available,Not Available,brajeshaimt(at)gmail[dot]com,"{' Anita Tiwari': 'President', ' Uma Shankar Tiwari': 'Secretary', ' Brajesh Kumar Pandey': 'Treasurer'}","{' Anita Tiwari': 'Available', ' Uma Shankar Tiwari': 'Available', ' Brajesh Kumar Pandey': 'Available'}","{' Anita Tiwari': 'Available', ' Uma Shankar Tiwari': 'Available', ' Brajesh Kumar Pandey': 'Available'}","{'2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified'}","{'2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified'}","{'2015-2016': 'Any Other', '2016-2017': 'Any Other', '2017-2018': 'Any Other', '2018-2019': 'Any Other'}","{'2015-2016': 'No Grants received from any Govt / Private sector other than membership fees and volunteers collections on the spot during any activities done regarding awareness and other cultural programmes.', '2016-2017': 'No Grants received from any Govt / Private sector other than membership fees and volunteers collections on the spot during any activities done regarding awareness and other cultural programmes.', '2017-2018': 'No Grants received from any Govt / Private sector other than membership fees and volunteers collections on the spot during any activities done regarding awareness and other cultural programmes.', '2018-2019': 'No Grants received from any Govt / Private sector other than membership fees and volunteers collections on the spot during any activities done regarding awareness and other cultural programmes.'}",34,58,194,100
YASHPAL ARYA SARSWATI VIDHYA MANDIR,UP/2017/0178224,Registrar of Societies,Registered Societies (Non-Government),979,Available,Available,211860,BIJNOR,UTTAR PRADESH,08-10-1986,Not Available,Not Available,Not Available,Not Available,Not Available,"Challenge students to identify where various geographic locations (continents, countries, cities, landmarks, bodies of water, etc.) are on a large map. Provide clues as needed",MANDAWAR ROAD BIJNOR ,BIJNOR,UTTAR PRADESH,Not Available,Not Available,anshsaini102014(at)gmail[dot]com,"{' VINAY KUMAR AGARWAL ': 'President', ' ARVIND PRAKASH RASTOGI ': 'Manager', ' AKHIL KUMAR AGARWAL ': 'Treasurer'}","{' VINAY KUMAR AGARWAL ': 'Available', ' ARVIND PRAKASH RASTOGI ': 'Available', ' AKHIL KUMAR AGARWAL ': 'Available'}","{' VINAY KUMAR AGARWAL ': 'Available', ' ARVIND PRAKASH RASTOGI ': 'Available', ' AKHIL KUMAR AGARWAL ': 'Available'}","{'2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2014-2015': 'Any Other', '2015-2016': 'Any Other', '2016-2017': 'Any Other', '2017-2018': 'Any Other'}","{'2014-2015': 'NA NA NA NA NA NA', '2015-2016': 'NA NA NA NA NA NA', '2016-2017': 'NA NA NA NA NA NA', '2017-2018': 'NA NA NA NA NA NA'}",34,59,194,100
YASHVI GLOBAL CARE FOUNDATION And CHARITABLE TRUST INDIA,UP/2022/0302815,Sub-Registrar,Trust (Non-Government),5381,Available,Available,Indian Trust Act of 1882,Ghaziabad,UTTAR PRADESH,20-12-2021,"Agriculture,Education &amp; Literacy,Health &amp; Family Welfare,Housing,Micro Small &amp; Medium Enterprises,Women's Development &amp; Empowerment","DELHI, RAJASTHAN, UTTAR PRADESH","DELHI-&gt;Shahdara, RAJASTHAN-&gt;Ajmer, UTTAR PRADESH-&gt;Meerut, Agra, Lucknow",Not Available,Not Available,Heath issue and education.,"280 Ram Nagar, Ghaziabad",Ghaziabad,UTTAR PRADESH,Not Available,Not Available,yashviglobalcarefoundation(at)gmail[dot]com,"{' PravIn Kumar Kamal': 'Chairman', ' Shailendra Pratap Singh': 'Secretary', ' Chanchal': 'Treasurer'}","{' PravIn Kumar Kamal': 'Available', ' Shailendra Pratap Singh': 'Available', ' Chanchal': 'Available'}","{' PravIn Kumar Kamal': 'Available', ' Shailendra Pratap Singh': 'Available', ' Chanchal': 'Available'}",{'2021-2022': 'Not Specified'},{'2021-2022': 'Not Specified'},{'2021-2022': 'Any Other'},{'2021-2022': 'no any fund'},34,60,194,100
YATHARTH FOUNDATION,UP/2020/0250142,Sub-Registrar,Trust (Non-Government),4-124/19,Available,Available,NATIONAL TRUST ACT 1882,PRAYAGRAJ,UTTAR PRADESH,22-02-2019,"Children,Drinking Water,Education &amp; Literacy,Health &amp; Family Welfare,Human Rights,Information &amp; Communication Technology,Right to Information &amp; Advocacy,Vocational Training,Women's Development &amp; Empowerment",UTTAR PRADESH,"UTTAR PRADESH-&gt;Firozabad, Lucknow, Prayagraj",Not Available,Not Available,"EDUCATION , HUMAN RIGHT , VOCATIONAL TRAINING AND RIGHT TO EDUCATION , AWARENESS BY HIV, DISABILITY CHILDREN FREE EDUCATION AND FREE KIDS ","Main Branch- Mahuwari Chakia Naini Prayagraj, U.P.- 211008",PRAYAGRAJ,UTTAR PRADESH,Not Available,http://yatharthfoundation.com,sharmarachna59(at)gmail[dot]com,"{' RACHNA SHARMA ': 'Secretary', ' DINESH KUMAR VISHWAKARMA': 'Chairman', ' RAJKUMAR': 'Member'}","{' RACHNA SHARMA ': 'Available', ' DINESH KUMAR VISHWAKARMA': 'Available', ' RAJKUMAR': 'Available'}","{' RACHNA SHARMA ': 'Available', ' DINESH KUMAR VISHWAKARMA': 'Available', ' RAJKUMAR': 'Available'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2018-2019': 'Any Other', '2019-2020': 'Any Other', '2020-2021': 'Any Other'}","{'2018-2019': 'DONATION AND SELF', '2019-2020': 'DONATION AND SELF FINANCE ', '2020-2021': 'Self Donation'}",34,61,194,100
YATHARTH FOUNDATION,UP/2019/0231278,Sub-Registrar,Trust (Non-Government),4-124/2019,Available,Available,BHARTIYA NYAS ADHINIYAM 1982,FIROZABAD,UTTAR PRADESH,22-02-2019,"Education &amp; Literacy,Health &amp; Family Welfare,Water Resources",UTTAR PRADESH,UTTAR PRADESH-&gt;Firozabad,Not Available,Not Available,EDUCATION ,BRANCH OFFICE : GEETA NAGARBEHIND HDFC BANK TUNDLA FIROZABAD 283204,FIROZABAD,UTTAR PRADESH,Not Available,Not Available,dvdineshvishwakarma(at)gmail[dot]com,"{' DINESH KUMAR VISHWAKARMA': 'Chairman', ' RAJKUMAR': 'Board Member', ' RACHNA SHARMA': 'Secretary'}","{' DINESH KUMAR VISHWAKARMA': 'Available', ' RAJKUMAR': 'Available', ' RACHNA SHARMA': 'Available'}","{' DINESH KUMAR VISHWAKARMA': 'Available', ' RAJKUMAR': 'Available', ' RACHNA SHARMA': 'Available'}",{'2018-2019': 'Not Specified'},{'2018-2019': 'Not Specified'},{'2018-2019': 'Any Other'},{'2018-2019': 'SELF AND FRIEND AND TRUSTY  COLLECT FUND '},34,62,194,100
YATHARTH SAMAJ UTTHAN SAMITI,UP/2020/0257883,Registrar of Societies,Registered Societies (Non-Government),ALL/08666/2019-2020,Available,Available,"21, 1860",Prayagraj,UTTAR PRADESH,06-01-2020,"Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education &amp; Literacy,Aged/Elderly,Environment &amp; Forests,Food Processing,Health &amp; Family Welfare,HIV/AIDS,Human Rights,Labour &amp; Employment,Legal Awareness &amp; Aid,Micro Finance (SHGs),Micro Small &amp; Medium Enterprises,Nutrition,Panchayati Raj,Right to Information &amp; Advocacy,Rural Development &amp; Poverty Alleviation,Tribal Affairs,Urban Development &amp; Poverty Alleviation,Vocational Training,Water Resources,Women's Development &amp; Empowerment",UTTAR PRADESH,UTTAR PRADESH-&gt;Prayagraj,Not Available,Not Available,"Children,  Civic Issues,  Dalit Upliftment,  Differently Abled,  Disaster Management,  Drinking Water,  Education, Rural Development ","Village-Taunga Kala
Post-Khiri
Tehsil-Koraon
District-Prayagraj-212106
",Prayagraj,UTTAR PRADESH,Not Available,Not Available,yatharthsus(at)gmail[dot]com,"{' MADHU MISHRA': 'Chairman', ' RATAN KUMAR MISHRA': 'Secretary', ' SAURABH PANDEY': 'Member'}","{' MADHU MISHRA': 'Available', ' RATAN KUMAR MISHRA': 'Available', ' SAURABH PANDEY': 'Available'}","{' MADHU MISHRA': 'Available', ' RATAN KUMAR MISHRA': 'Available', ' SAURABH PANDEY': 'Available'}",{'2019-2020': 'Not Specified'},{'2019-2020': 'Not Specified'},{'2019-2020': 'Any Other'},{'2019-2020': 'NO PROJECT'},34,63,194,100
YATHARTH SAMAJIK KALYAN EVM SEVA SAMITI,UP/2020/0254716,Registrar of Societies,Registered Societies (Non-Government),141/2014-2015,Available,Available,"21, 1860",PRAYAGRAJ,UTTAR PRADESH,17-05-2014,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Children,Education &amp; Literacy,Food Processing,Health &amp; Family Welfare,Rural Development &amp; Poverty Alleviation,Science &amp; Technology,Scientific &amp; Industrial Research,Sports,Women's Development &amp; Empowerment,Youth Affairs,Any Other",UTTAR PRADESH,"UTTAR PRADESH-&gt;Lucknow, Banda, Chitrakoot, Fatehpur, Pratapgarh, Kaushambi, Prayagraj, Bara Banki, Faizabad, Azamgarh, Jaunpur, Varanasi",Not Available,Not Available," Rural Development and Poverty Alleviation,  Science and Technology,  Scientific and Industrial Research,  Sports,  Womens Development and Empowerment,  Youth Affairs,  Any Other",46-A/1-A TELIYARGANJ PRAYAGRAJ,PRAYAGRAJ,UTTAR PRADESH,Not Available,Not Available,yogendra[dot]access(at)gmail.com,"{' MANDAKINI GUPTA': 'President', ' PREETI GUPTA': 'Vice President', ' YOGENDRA KUMAR': 'Secretary', ' NUPUR GUPTA': 'Treasurer', ' VINOD KUMAR GUPTA': 'Member', ' NEHA GUPTA': 'Member'}","{' MANDAKINI GUPTA': 'Available', ' PREETI GUPTA': 'Available', ' YOGENDRA KUMAR': 'Available', ' NUPUR GUPTA': 'Available', ' VINOD KUMAR GUPTA': 'Available', ' NEHA GUPTA': 'Available'}","{' MANDAKINI GUPTA': 'Available', ' PREETI GUPTA': 'Available', ' YOGENDRA KUMAR': 'Available', ' NUPUR GUPTA': 'Available', ' VINOD KUMAR GUPTA': 'Available', ' NEHA GUPTA': 'Available'}","{'2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified'}","{'2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified'}","{'2015-2016': 'Any Other', '2016-2017': 'Any Other', '2017-2018': 'Any Other', '2018-2019': 'Any Other'}","{'2015-2016': '1. Foreign Grants\n2. Government Donation\n3. Government Loan\n4. Maintenance amount\n5. Membership Fee\n6. Other Sources\n7. Remittance\n8. Self Money Generation', '2016-2017': '1. Foreign Grants\n2. Government Donation\n3. Government Loan\n4. Maintenance amount\n5. Membership Fee\n6. Other Sources\n7. Remittance\n8. Self Money Generation', '2017-2018': '1. Foreign Grants\n2. Government Donation\n3. Government Loan\n4. Maintenance amount\n5. Membership Fee\n6. Other Sources\n7. Remittance\n8. Self Money Generation', '2018-2019': '1. Foreign Grants\n2. Government Donation\n3. Government Loan\n4. Maintenance amount\n5. Membership Fee\n6. Other Sources\n7. Remittance\n8. Self Money Generation'}",34,64,194,100
YATHARTH SEVA SAMITI,UP/2020/0258180,Registrar of Societies,Registered Societies (Non-Government),3674,Available,Available,"SOCIETIES REGISTRATION ACT, 1860",PALIA KALAN,UTTAR PRADESH,19-07-2014,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Civic Issues,Differently Abled,Disaster Management,Education &amp; Literacy,Environment &amp; Forests,Health &amp; Family Welfare,HIV/AIDS,Human Rights,Information &amp; Communication Technology,Labour &amp; Employment,Legal Awareness &amp; Aid,Rural Development &amp; Poverty Alleviation,Tribal Affairs,Urban Development &amp; Poverty Alleviation,Vocational Training,Women's Development &amp; Empowerment,Any Other",UTTAR PRADESH,"UTTAR PRADESH-&gt;Moradabad, Baghpat, Ghaziabad, Gautam Buddha Nagar, Bareilly, Shahjahanpur, Kheri, Kanpur Nagar, Varanasi, Noida",Not Available,Not Available,AWARNESS PROGRAM FOR WOMENS EMPOWERMENT,"PLOT NO 95, MOHALLA BAZAR, PALIA KALAN, LAKHIMPUR KHERI",PALIA KALAN,UTTAR PRADESH,Not Available,Not Available,yssngo2014(at)gmail[dot]com,"{' BEENA GUPTA': 'President', ' DEEP SHIKHA': 'General Secretary', ' NEHA KUMARI': 'Treasurer'}","{' BEENA GUPTA': 'Available', ' DEEP SHIKHA': 'Available', ' NEHA KUMARI': 'Available'}","{' BEENA GUPTA': 'Available', ' DEEP SHIKHA': 'Available', ' NEHA KUMARI': 'Available'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2016-2017': 'Any Other', '2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other'}","{'2016-2017': 'DONATIONS AND MEMBERSHIP FEE', '2017-2018': 'DONATIONS AND MEMBERSHIP FEE', '2018-2019': 'DONATIONS AND MEMBERSHIP FEE', '2019-2020': 'DONATIONS AND MEMBERSHIP FEE'}",34,65,194,100
Yathartha Welfare Society,UP/2018/0202672,Registrar of Societies,Registered Societies (Non-Government),2720,Available,Available,Society Registration act 1860 ,Lucknow,UTTAR PRADESH,10-03-2016,"Agriculture,Biotechnology,Civic Issues,Dalit Upliftment,Disaster Management,Drinking Water,Education &amp; Literacy,Environment &amp; Forests,Food Processing,Information &amp; Communication Technology,Legal Awareness &amp; Aid,Rural Development &amp; Poverty Alleviation,Science &amp; Technology,Scientific &amp; Industrial Research,Youth Affairs",UTTAR PRADESH,"UTTAR PRADESH-&gt;Lucknow, Azamgarh, Mau",Not Available,Not Available,Not Available,"Plat No 70, Sankalp Extension Colony, Raebareli Road ,
Near SGPGI, Lucknow 226014",Lucknow,UTTAR PRADESH,Not Available,http://www.yatharthaweb.com,upendratalk2me(at)gmail[dot]com,"{' Satyndra Kumar Yadav': 'Secretary', ' Upendra Yadav': 'Member', ' SUSHILA YADAV': 'Treasurer', ' Pooja Yadav': 'Chairman'}","{' Satyndra Kumar Yadav': 'Available', ' Upendra Yadav': 'Available', ' SUSHILA YADAV': 'Available', ' Pooja Yadav': 'Available'}","{' Satyndra Kumar Yadav': 'Available', ' Upendra Yadav': 'Available', ' SUSHILA YADAV': 'Available', ' Pooja Yadav': 'Available'}","{'2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified'}","{'2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified'}","{'2015-2016': 'Any Other', '2016-2017': 'Any Other', '2017-2018': 'Any Other', '2018-2019': 'Any Other'}","{'2015-2016': 'No Grant generated in this period', '2016-2017': 'No Grant generated in this period', '2017-2018': 'No Grant generated in this period', '2018-2019': 'No Grant generated yet for this year'}",34,66,194,100
Yayaver Rangmandal,UP/2009/0022516,Registrar of Societies,Registered Societies (Non-Government),1007/91-92,Available,Available,Society act 1860,Lucknow,UTTAR PRADESH,13-09-1991,"Art &amp; Culture,Children,Civic Issues,Education &amp; Literacy,Environment &amp; Forests,Health &amp; Family Welfare,HIV/AIDS,Human Rights,Rural Development &amp; Poverty Alleviation,Urban Development &amp; Poverty Alleviation,Women's Development &amp; Empowerment",Not Available,Not Available,Not Available,Not Available,"More than 5000 performances of Street Plays across India on different subjects
More than 800 performances of 150 plays across India
59 ticketed performances of comedy play titled â€˜Shhâ€¦..Century Buddhaâ€™ under the â€˜Commercially and professionally sound theatre seriesâ€™ 
Cultural workshop and program titled â€˜Roshni Ki Dehleezâ€™ organized exclusively for prisoners undergoing life imprisonment
Children theatre workshop titled â€˜Ullasâ€™, organized continuously from 1993
Organized 191 workshops and trained more than 4500 children
Theatre festival dedicated to Late Cultural Luminaries of Lucknow organized in 1995, 1997, 1998, 1999, 2007, 2008 and 2009
107 performances of street play titled â€˜Mrityuâ€¦â€¦Paridhi aur Kendraâ€™, dealing with after death organ donation
Organized various seminars, conferences, workshops etc on different subjects","""Gayatri"" S175, Shakti Nagar, Lucknow (UP) Pin - 226016",Lucknow,UTTAR PRADESH,0522-2351211,Not Available,yayaver2009(at)gmail[dot]com,"{' Jetendra Kumar Mittal': 'Chief Functionary', ' Pushpa lata Mittal Mittal': 'Chief Programme Coordinator', ' daya gupta': 'Member', ' Brij Kumar Gupta ': 'Member', ' Punit Mittal': 'Member', ' Keerti Prakash Srivastava ': 'Member', ' MOHD HAFEEZ ': 'Member', ' Anoop Kumar Singh ': 'Member'}","{' Jetendra Kumar Mittal': 'Available', ' Pushpa lata Mittal Mittal': 'Available', ' daya gupta': 'Available', ' Brij Kumar Gupta ': 'Available', ' Punit Mittal': 'Available', ' Keerti Prakash Srivastava ': 'Available', ' MOHD HAFEEZ ': 'Available', ' Anoop Kumar Singh ': 'Available'}","{' Jetendra Kumar Mittal': 'Available', ' Pushpa lata Mittal Mittal': 'Available', ' daya gupta': 'Available', ' Brij Kumar Gupta ': 'Available', ' Punit Mittal': 'Available', ' Keerti Prakash Srivastava ': 'Available', ' MOHD HAFEEZ ': 'Available', ' Anoop Kumar Singh ': 'Available'}","{'2016-2017': '350000', '2015-2016': '350000', '2014-2015': '300000'}","{'2016-2017': 'Ministry of Culture', '2015-2016': 'Ministry of Culture ', '2014-2015': 'Ministry of Culture'}","{'2016-2017': 'Central', '2015-2016': 'Central', '2014-2015': 'Central'}","{'2016-2017': 'Natyautsav . a drama festival', '2015-2016': 'Bal Parv 2015', '2014-2015': 'Har Rang Main Pahchan. Drama'}",34,67,194,100
Yeh Ek Soch Foundation,UP/2017/0173400,Registrar of Societies,Registered Societies (Non-Government),1686,Available,Available,1860,Lucknow,UTTAR PRADESH,29-09-2012,Youth Affairs,UTTAR PRADESH,"UTTAR PRADESH-&gt;Agra, Aligarh, Balrampur, Lucknow, Sitapur",Not Available,Not Available,Not Available,"49, Ehsan Nagar, Patel Nagar, Indira Nagar, Lucknow",Lucknow,UTTAR PRADESH,Not Available,http://www.yeheksoch.org.in,yeheksoch(at)gmail[dot]com,"{' Mohammad Zeeshan': 'Secretary', ' Shariq Ahmad Khan': 'Treasurer', ' Reshma Parveen': 'Board Member'}","{' Mohammad Zeeshan': 'Available', ' Shariq Ahmad Khan': 'Available', ' Reshma Parveen': 'Available'}","{' Mohammad Zeeshan': 'Available', ' Shariq Ahmad Khan': 'Available', ' Reshma Parveen': 'Available'}","{'2013-2014': '300000', '2014-2015': '95410', '2015-2016': '260406', '2016-2017': '346250'}","{'2013-2014': 'NGO', '2014-2015': 'CYC', '2015-2016': 'CYC', '2016-2017': 'PRAVAH'}","{'2013-2014': 'State', '2014-2015': 'Central', '2015-2016': 'Central', '2016-2017': 'Central'}","{'2013-2014': 'TWINKLE LEARNING CENTRE has started its operation from 1st April 2013. We focus basically on the state capital’s outskirt area Mallpur where underprivileged children are so far from their basic rights; they are much disadvantaged and down rooted. We work on their basic education ', '2014-2015': 'Changelooms with.in is a fellowship program. It offers an inside out leadership journey that celebrates, recognizes and nurtures young people to achieve their potential to lead social change though outstanding opportunities for learning, inspiration, and amplification and resource mobilization. ', '2015-2016': 'Changeloom unManifesto program is a process where youth leaders are made aware and educated so that they can create a mutual understanding with regards to the demands of their community. To also include policymakers, politicians and bureaucrats so that the demands of a community can be included in the Manifesto of political leaders.', '2016-2017': 'In order to address the gaps in the existing NSS programme and change the approach from a youth for development one to youth-centric development approach, which takes NSS volunteers on a journey from self to society. In Lucknow, this programme is run by Yeh Ek Soch (YES) foundation in co-ordination with Pravah, UNFPA and NSS.\n'}",34,68,194,100
YES PUBLIC SOCIETY,UP/2020/0259488,Registrar of Societies,Registered Societies (Non-Government),324/2013-14,Available,Available,"21, 1860",Lucknow,UTTAR PRADESH,28-01-2014,"Children,Education &amp; Literacy,HIV/AIDS,Human Rights,Rural Development &amp; Poverty Alleviation,Urban Development &amp; Poverty Alleviation",UTTAR PRADESH,"UTTAR PRADESH-&gt;Sitapur, Lucknow, Bara Banki, Faizabad, Sultanpur, Gonda, Basti, Sant Kabir Nagar, Gorakhpur",Not Available,Not Available,Society has trained 1000 youth through Skill Decelopment Training Pogramme,"B- 131, Pragati Vihar, Kalyanpur, Lucknow",Lucknow,UTTAR PRADESH,Not Available,Not Available,yespublicsociety123(at)gmail[dot]com,"{' SHIVAM TIWARI': 'President', ' RAVI RUDRA SHARMA': 'Vice President', ' MUKESH KUMAR SONI': 'Treasurer'}","{' SHIVAM TIWARI': 'Available', ' RAVI RUDRA SHARMA': 'Available', ' MUKESH KUMAR SONI': 'Available'}","{' SHIVAM TIWARI': 'Available', ' RAVI RUDRA SHARMA': 'Available', ' MUKESH KUMAR SONI': 'Available'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other', '2020-2021': 'Any Other'}","{'2017-2018': 'Not Applicable', '2018-2019': 'Not Applicable', '2019-2020': 'Not Applicable', '2020-2021': 'Not Applicable'}",34,69,194,100
YES TO UNITY FOUNDATION,UP/2021/0294427,Registrar of Companies,Private Sector Companies (Sec 8/25),143840,Available,Available,SECTION 8 (1) COMPANY ACT 2013,NOIDA,UTTAR PRADESH,19-03-2021,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education &amp; Literacy,Environment &amp; Forests,Food Processing,Health &amp; Family Welfare,Human Rights,Labour &amp; Employment,Land Resources,Micro Finance (SHGs),Nutrition,Panchayati Raj,Rural Development &amp; Poverty Alleviation,Science &amp; Technology,Sports,Tribal Affairs,Urban Development &amp; Poverty Alleviation,Vocational Training,Women's Development &amp; Empowerment,Youth Affairs","BIHAR, UTTAR PRADESH","BIHAR-&gt;Pashchim Champaran, Purba Champaran, Gopalganj, Patna, Bhojpur, UTTAR PRADESH-&gt;Gautam Buddha Nagar, Gorakhpur, Kushinagar, Etah, Noida",Not Available,Not Available,"Successfully Distributed 500 Hundred Food and targeted 1 Million Food Distribution, Providing Free Education and Providing Free Beuty Parlor Training to Girls ","KOHLI VIHAR, YAMAHA VIHAR, BAROLA, SECTOR 49, NOIDA",NOIDA,UTTAR PRADESH,Not Available,Not Available,yes2unityfoundation(at)gmail[dot]com,"{' AVINASH KUMAR SINGH': 'President', ' VARSHA SOLANKI': 'Secretary', ' GULSHAN KUMAR': 'Treasurer'}","{' AVINASH KUMAR SINGH': 'Available', ' VARSHA SOLANKI': 'Available', ' GULSHAN KUMAR': 'Available'}","{' AVINASH KUMAR SINGH': 'Available', ' VARSHA SOLANKI': 'Available', ' GULSHAN KUMAR': 'Available'}","{'2021-2022': 'Not Specified', '2020-2021': 'Not Specified'}","{'2021-2022': 'Not Specified', '2020-2021': 'Not Specified'}","{'2021-2022': 'Any Other', '2020-2021': 'Any Other'}","{'2021-2022': 'MEMBERS SELF CONTRIBUTION, DONATIONS', '2020-2021': 'MEMBERS SELF CONTRIBUTION, DONATIONS'}",34,70,194,100
yesh social welfare society,UP/2019/0227143,Registrar of Societies,Registered Societies (Non-Government),SAH/00904/2018-2019,Available,Available,"21,1860",SAHARANPUR,UTTAR PRADESH,13-06-2018,"Women's Development &amp; Empowerment,Micro Finance (SHGs),Any Other",UTTAR PRADESH,UTTAR PRADESH-&gt;Saharanpur,Not Available,Not Available,Not Available,H.N. 605 SURAJ VIHAR COLONY GALI NO 5 SAHARANPUR ROAD CHHUTMALPUR DISTT SAHARANPUR 247662,SAHARANPUR,UTTAR PRADESH,Not Available,Not Available,yeshsociety2018(at)gmail[dot]com,"{' SHUBHAM KUMAR': 'Secretary', ' REKHA SAINI': 'President', ' SHAHJAHAN': 'Treasurer'}","{' SHUBHAM KUMAR': 'Available', ' REKHA SAINI': 'Available', ' SHAHJAHAN': 'Available'}","{' SHUBHAM KUMAR': 'Available', ' REKHA SAINI': 'Available', ' SHAHJAHAN': 'Available'}",{'2018-2019': 'Not Specified'},{'2018-2019': 'Not Specified'},{'2018-2019': 'Any Other'},{'2018-2019': 'poor man woman childran for empowarment of divyang society work in this field'},34,71,194,100
YESHU DARBAR TRUST,UP/2021/0293464,Any Other,Trust (Non-Government),80/58-59,Available,Available,"INDIAN TRUST ACT, 1882",ALLAHABAD,UTTAR PRADESH,01-06-2009,Not Available,Not Available,Not Available,Not Available,Not Available,"Any exercise of religion, whether or not compelled by, or central to, a system of religious belief.","HIGGINBOTTOM HOUSE 4, AGRICULTURAL INSTITUTE, ALLAHABAD, UP",ALLAHABAD,UTTAR PRADESH,Not Available,Not Available,khandujaassociates123(at)gmail[dot]com,"{' DR. RAJENDRA B. LAL': 'President', ' SUDHA LAL': 'Vice President'}","{' DR. RAJENDRA B. LAL': 'Available', ' SUDHA LAL': 'Available'}","{' DR. RAJENDRA B. LAL': 'Available', ' SUDHA LAL': 'Available'}","{'2019-2020': 'Not Specified', '2018-2019': 'Not Specified', '2020-2021': 'Not Specified', '2021-2022': 'Not Specified'}","{'2019-2020': 'Not Specified', '2018-2019': 'Not Specified', '2020-2021': 'Not Specified', '2021-2022': 'Not Specified'}","{'2019-2020': 'Any Other', '2018-2019': 'Any Other', '2020-2021': 'Any Other', '2021-2022': 'Any Other'}","{'2019-2020': 'DONATION FROM CORPUS-SHECS', '2018-2019': 'DONATIONS FRM OTHERS', '2020-2021': 'DONATIONS FRM OTHERS', '2021-2022': 'DONATIONS FRM OTHERS'}",34,72,194,100
